4.5,9.1,14,18,23,27,32,36,41,45
1,1,1,1,1,1,1,1,1,1
6.143397364,4.411877631,6.128184215,7.627031257,6.34463941,9.952136904,7.199850837,9.992650492,7.970252895,9.923747653,9.112111846,9.922695591,9.815736637,9.975357212,10.67908231,9.974691345,11.70510613,9.988805921,12.89348645,9.973203096
6.15864828,4.388319476,6.15864828,7.575020192,6.34463941,10.00554409,7.217724387,9.92452703,8.009874141,9.806380586,9.157409434,9.86969188,9.864532042,9.869110571,10.73216953,9.894895413,11.73416392,9.920708668,12.95758178,9.866979399
6.189263785,4.364878545,6.189263785,7.494339327,6.376179503,9.898975927,7.253604708,9.871513535,8.009874141,9.870738322,9.202932202,9.764570671,9.864532042,9.9220722,10.78552065,9.815737836,11.7924961,9.86771557,12.95758178,9.919929591
6.189263785,4.341579876,6.189263785,7.534556975,6.407876387,9.793542816,7.271611701,9.833410793,8.04969235,9.765605967,9.202932202,9.816971296,9.924500406,9.816384527,10.83913698,9.763305457,11.85111825,9.76261541,13.02199574,9.814273304
6.204628563,4.318397091,6.220031484,7.434385814,6.407876387,9.846098918,7.289663395,9.766372924,8.089708501,9.661593368,9.24868127,9.712411609,9.980983057,9.774400185,10.89301986,9.659317361,11.85111825,9.815005543,13.0867299,9.761848748
6.235472643,4.318380134,6.250952134,7.37491192,6.43973084,9.689232664,7.307759903,9.728676011,8.089708501,9.713441376,9.294657763,9.608965579,9.987584432,9.726269624,10.89301986,9.711153155,11.92316345,9.71045832,13.15178588,9.657876167
6.250952134,4.295321229,6.282026495,7.29636239,6.43973084,9.741228995,7.325901336,9.662352156,8.129923578,9.609984377,9.294657763,9.660531165,10.0123785,9.659962175,10.94717059,9.607720528,11.96923827,9.607041477,13.15178588,9.709704227
6.250952134,4.27239384,6.282026495,7.335517614,6.471743646,9.611720356,7.36231942,9.610739112,8.150106023,9.572891103,9.340862812,9.557637708,10.04276596,9.604377714,11.00159051,9.556399307,11.96923827,9.658596737,13.21716525,9.606287032
6.282026495,4.249572145,6.313255331,7.237992661,6.503915592,9.534828134,7.380596296,9.573642925,8.17033857,9.507629289,9.387297553,9.45584016,10.08713062,9.557056015,11.02890184,9.519512864,12.02873903,9.54436558,13.28286964,9.529438276
6.313255331,4.226872357,6.34463941,7.18008988,6.53624747,9.433273529,7.398918544,9.508375986,8.21095447,9.456842723,9.387297553,9.506584013,10.11217181,9.506024091,11.05628096,9.45461495,12.08853558,9.504680412,13.34890065,9.453204298
6.313255331,4.204310331,6.376179503,7.122650312,6.53624747,9.483896281,7.417286276,9.471674907,8.231338073,9.420340555,9.433963127,9.405330234,10.16244083,9.455246099,11.11124329,9.378979546,12.14862939,9.403446908,13.4152599,9.402708451
6.34463941,4.181852316,6.407876387,7.065670252,6.568740074,9.332800573,7.435699607,9.40710312,8.251772278,9.356118734,9.480860682,9.355090114,10.18766898,9.418750094,11.16647884,9.303949213,12.14862939,9.453909597,13.48194905,9.302561041
6.376179503,4.159514263,6.43973084,7.009146023,6.568740074,9.382884146,7.472663513,9.356853531,8.292792996,9.256467547,9.504396813,9.318980699,10.21295975,9.354539115,11.22198897,9.254250638,12.20902193,9.353216849,13.48194905,9.352482337
6.392008297,4.137303656,6.471743646,6.934492233,6.601394203,9.282947883,7.491214317,9.320737309,8.292792996,9.306141486,9.527991372,9.255449883,10.26372981,9.304570305,11.27777505,9.155684438,12.2697147,9.253596569,13.54896971,9.252869881
6.407876387,4.115211647,6.471743646,6.971705516,6.634210661,9.184076032,7.509811173,9.257194518,8.334017635,9.207022602,9.575356355,9.206010374,10.2892094,9.268655889,11.27777505,9.204817535,12.2697147,9.303255101,13.61632354,9.203444153
6.43973084,4.093229567,6.503915592,6.879017407,6.634210661,9.233361489,7.528454195,9.221462966,8.375447207,9.108959424,9.622956796,9.107957978,10.34035851,9.205450082,11.33383846,9.106777843,12.33070917,9.20416696,13.68401219,9.154282442
6.4557174,4.071372901,6.53624747,6.82398637,6.667190254,9.110604897,7.547143499,9.158596963,8.375447207,9.157841775,9.622956796,9.156834955,10.36602833,9.156295632,11.39018056,9.033925081,12.39200686,9.155001388,13.7179826,9.118948117
6.471743646,4.049632944,6.568740074,6.769395574,6.700333792,9.037721518,7.565879198,9.123245985,8.417082731,9.036089209,9.670793865,9.059306322,10.41755932,9.058772743,11.44680275,8.961655129,12.45360926,9.057492284,13.75203734,9.056780995
6.503915592,4.028001163,6.601394203,6.715241494,6.733642093,8.941461552,7.603490246,9.061031773,8.458925231,8.963801945,9.718868739,8.962816457,10.41755932,9.107385772,11.50370641,8.913784973,12.45360926,9.106098441,13.82040065,9.008402709
6.52006149,4.006492798,6.634210661,6.661520639,6.733642093,8.989445041,7.622365826,9.012648476,8.500975736,8.868329289,9.718868739,9.010914546,10.46934647,9.010383818,11.53226423,8.879378937,12.5155179,9.009110198,13.8891038,8.960282844
6.53624747,3.985099281,6.667190254,6.590569376,6.767115973,8.846226841,7.641288264,8.97786084,8.500975736,8.915920321,9.767182601,8.914940098,10.52139106,8.96225337,11.56089295,8.818845043,12.5777343,8.960986553,13.95814849,8.864847669
